Synthetic,"This flight is SYNTHETIC — numbers Debrief made up to demonstrate what it can read. It is not a recording of anything, nothing here was flown, and no figure from it means anything about a real rocket."
78.55,3616.7,-24.6,1.00
78.60,3615.4,-24.6,1.00
78.65,3614.2,-24.6,1.00
78.70,3613.0,-24.6,1.00
78.75,3611.7,-24.6,1.00
78.80,3610.5,-24.6,1.00
78.85,3609.3,-24.6,1.00
78.90,3608.0,-24.6,1.00
78.95,3606.8,-24.6,1.00
79.00,3605.6,-24.6,1.00
79.05,3604.4,-24.6,1.00
79.10,3603.1,-24.6,1.00
79.15,3601.9,-24.6,1.00
79.20,3600.7,-24.6,1.00
79.25,3599.4,-24.6,1.00
79.30,3598.2,-24.6,1.00
79.35,3597.0,-24.6,1.00
79.40,3595.7,-24.6,1.00
79.45,3594.5,-24.6,1.00
79.50,3593.3,-24.6,1.00
79.55,3592.1,-24.6,1.00
79.60,3590.8,-24.6,1.00
79.65,3589.6,-24.6,1.00
79.70,3588.4,-24.6,1.00
79.75,3587.1,-24.6,1.00
79.80,3585.9,-24.6,1.00
79.85,3584.7,-24.6,1.00
79.90,3583.4,-24.6,1.00
79.95,3582.2,-24.6,1.00
80.00,3581.0,-24.6,1.00
80.05,3579.8,-24.6,1.00
80.10,3578.5,-24.6,1.00
80.15,3577.3,-24.6,1.00
80.20,3576.0,-24.6,1.00
80.25,3574.8,-24.6,1.00
80.30,3573.6,-24.6,1.00
80.35,3572.4,-24.6,1.00
80.40,3571.1,-24.6,1.00
80.45,3569.9,-24.6,1.00
80.50,3568.7,-24.6,1.00
80.55,3567.5,-24.6,1.00
80.60,3566.2,-24.6,1.00
80.65,3565.0,-24.6,1.00
80.70,3563.7,-24.6,1.00
80.75,3562.5,-24.6,1.00
80.80,3561.3,-24.6,1.00
80.85,3560.1,-24.6,1.00
80.90,3558.8,-24.6,1.00
80.95,3557.6,-24.6,1.00
81.00,3556.4,-24.6,1.00
81.05,3555.2,-24.6,1.00
81.10,3553.9,-24.6,1.00
81.15,3552.7,-24.6,1.00
81.20,3551.4,-24.6,1.00
81.25,3550.2,-24.6,1.00
81.30,3549.0,-24.6,1.00
81.35,3547.8,-24.6,1.00
81.40,3546.5,-24.6,1.00
81.45,3545.3,-24.6,1.00
81.50,3544.1,-24.6,1.00
81.55,3542.8,-24.6,1.00
81.60,3541.6,-24.6,1.00
81.65,3540.4,-24.6,1.00
81.70,3539.1,-24.6,1.00
81.75,3537.9,-24.6,1.00
81.80,3536.7,-24.6,1.00
81.85,3535.5,-24.6,1.00
81.90,3534.2,-24.6,1.00
81.95,3533.0,-24.6,1.00
82.00,3531.8,-24.6,1.00
82.05,3530.5,-24.6,1.00
82.10,3529.3,-24.6,1.00
82.15,3528.1,-24.6,1.00
82.20,3526.8,-24.6,1.00
82.25,3525.6,-24.6,1.00
82.30,3524.4,-24.6,1.00
82.35,3523.2,-24.6,1.00
82.40,3521.9,-24.6,1.00
82.45,3520.7,-24.6,1.00
82.50,3519.5,-24.6,1.00
82.55,3518.2,-24.6,1.00
82.60,3517.0,-24.6,1.00
82.65,3515.8,-24.6,1.00
82.70,3514.5,-24.6,1.00
82.75,3513.3,-24.6,1.00
82.80,3512.1,-24.6,1.00
82.85,3510.9,-24.6,1.00
82.90,3509.6,-24.6,1.00
82.95,3508.4,-24.6,1.00
83.00,3507.2,-24.6,1.00
83.05,3505.9,-24.6,1.00
83.10,3504.7,-24.6,1.00
83.15,3503.5,-24.6,1.00
83.20,3502.2,-24.6,1.00
83.25,3501.0,-24.6,1.00
83.30,3499.8,-24.6,1.00
83.35,3498.6,-24.6,1.00
83.40,3497.3,-24.6,1.00
83.45,3496.1,-24.6,1.00
83.50,3494.8,-24.6,1.00
83.55,3493.6,-24.6,1.00
83.60,3492.4,-24.6,1.00
83.65,3491.2,-24.6,1.00
83.70,3489.9,-24.6,1.00
83.75,3488.7,-24.6,1.00
83.80,3487.5,-24.6,1.00
83.85,3486.3,-24.6,1.00
83.90,3485.0,-24.6,1.00
83.95,3483.8,-24.6,1.00
84.00,3482.5,-24.6,1.00
84.05,3481.3,-24.6,1.00
84.10,3480.1,-24.6,1.00
84.15,3478.9,-24.6,1.00
84.20,3477.6,-24.6,1.00
84.25,3476.4,-24.6,1.00
84.30,3475.2,-24.6,1.00
84.35,3474.0,-24.6,1.00
84.40,3472.7,-24.6,1.00
84.45,3471.5,-24.6,1.00
84.50,3470.2,-24.6,1.00
84.55,3469.0,-24.6,1.00
84.60,3467.8,-24.6,1.00
84.65,3466.6,-24.6,1.00
84.70,3465.3,-24.6,1.00
84.75,3464.1,-24.6,1.00
84.80,3462.9,-24.6,1.00
84.85,3461.6,-24.6,1.00
84.90,3460.4,-24.6,1.00
84.95,3459.2,-24.6,1.00
85.00,3457.9,-24.6,1.00
85.05,3456.7,-24.6,1.00
85.10,3455.5,-24.6,1.00
85.15,3454.3,-24.6,1.00
85.20,3453.0,-24.6,1.00
85.25,3451.8,-24.6,1.00
85.30,3450.6,-24.6,1.00
85.35,3449.3,-24.6,1.00
85.40,3448.1,-24.6,1.00
85.45,3446.9,-24.6,1.00
85.50,3445.6,-24.6,1.00
85.55,3444.4,-24.6,1.00
85.60,3443.2,-24.6,1.00
85.65,3442.0,-24.6,1.00
85.70,3440.7,-24.6,1.00
85.75,3439.5,-24.6,1.00
85.80,3438.3,-24.6,1.00
85.85,3437.0,-24.6,1.00
85.90,3435.8,-24.6,1.00
85.95,3434.6,-24.6,1.00
86.00,3433.3,-24.6,1.00
86.05,3432.1,-24.6,1.00
86.10,3430.9,-24.6,1.00
86.15,3429.7,-24.6,1.00
86.20,3428.4,-24.6,1.00
86.25,3427.2,-24.6,1.00
86.30,3426.0,-24.6,1.00
86.35,3424.7,-24.6,1.00
86.40,3423.5,-24.6,1.00
86.45,3422.3,-24.6,1.00
86.50,3421.0,-24.6,1.00
86.55,3419.8,-24.6,1.00
86.60,3418.6,-24.6,1.00
86.65,3417.4,-24.6,1.00
86.70,3416.1,-24.6,1.00
86.75,3414.9,-24.6,1.00
86.80,3413.6,-24.6,1.00
86.85,3412.4,-24.6,1.00
86.90,3411.2,-24.6,1.00
86.95,3410.0,-24.6,1.00
87.00,3408.7,-24.6,1.00
87.05,3407.5,-24.6,1.00
87.10,3406.3,-24.6,1.00
87.15,3405.1,-24.6,1.00
87.20,3403.8,-24.6,1.00
87.25,3402.6,-24.6,1.00
87.30,3401.3,-24.6,1.00
87.35,3400.1,-24.6,1.00
87.40,3398.9,-24.6,1.00
87.45,3397.7,-24.6,1.00
87.50,3396.4,-24.6,1.00
87.55,3395.2,-24.6,1.00
87.60,3394.0,-24.6,1.00
87.65,3392.7,-24.6,1.00
87.70,3391.5,-24.6,1.00
87.75,3390.3,-24.6,1.00
87.80,3389.0,-24.6,1.00
87.85,3387.8,-24.6,1.00
87.90,3386.6,-24.6,1.00
87.95,3385.4,-24.6,1.00
88.00,3384.1,-24.6,1.00
88.05,3382.9,-24.6,1.00
88.10,3381.7,-24.6,1.00
88.15,3380.4,-24.6,1.00
88.20,3379.2,-24.6,1.00
88.25,3378.0,-24.6,1.00
88.30,3376.7,-24.6,1.00
88.35,3375.5,-24.6,1.00
88.40,3374.3,-24.6,1.00
88.45,3373.1,-24.6,1.00
88.50,3371.8,-24.6,1.00
88.55,3370.6,-24.6,1.00
88.60,3369.4,-24.6,1.00
88.65,3368.1,-24.6,1.00
88.70,3366.9,-24.6,1.00
88.75,3365.7,-24.6,1.00
88.80,3364.4,-24.6,1.00
88.85,3363.2,-24.6,1.00
88.90,3362.0,-24.6,1.00
88.95,3360.8,-24.6,1.00
89.00,3359.5,-24.6,1.00
89.05,3358.3,-24.6,1.00
89.10,3357.1,-24.6,1.00
89.15,3355.8,-24.6,1.00
89.20,3354.6,-24.6,1.00
89.25,3353.4,-24.6,1.00
89.30,3352.1,-24.6,1.00
89.35,3350.9,-24.6,1.00
89.40,3349.7,-24.6,1.00
89.45,3348.5,-24.6,1.00
89.50,3347.2,-24.6,1.00
89.55,3346.0,-24.6,1.00
89.60,3344.8,-24.6,1.00
89.65,3343.5,-24.6,1.00
89.70,3342.3,-24.6,1.00
89.75,3341.1,-24.6,1.00
89.80,3339.8,-24.6,1.00
89.85,3338.6,-24.6,1.00
89.90,3337.4,-24.6,1.00
89.95,3336.2,-24.6,1.00
90.00,3334.9,-24.6,1.00
90.05,3333.7,-24.6,1.00
90.10,3332.4,-24.6,1.00
90.15,3331.2,-24.6,1.00
90.20,3330.0,-24.6,1.00
90.25,3328.8,-24.6,1.00
90.30,3327.5,-24.6,1.00
90.35,3326.3,-24.6,1.00
90.40,3325.1,-24.6,1.00
90.45,3323.9,-24.6,1.00
90.50,3322.6,-24.6,1.00
90.55,3321.4,-24.6,1.00
90.60,3320.1,-24.6,1.00
90.65,3318.9,-24.6,1.00
90.70,3317.7,-24.6,1.00
90.75,3316.5,-24.6,1.00
90.80,3315.2,-24.6,1.00
90.85,3314.0,-24.6,1.00
90.90,3312.8,-24.6,1.00
90.95,3311.5,-24.6,1.00
91.00,3310.3,-24.6,1.00
91.05,3309.1,-24.6,1.00
91.10,3307.8,-24.6,1.00
91.15,3306.6,-24.6,1.00
91.20,3305.4,-24.6,1.00
91.25,3304.2,-24.6,1.00
91.30,3302.9,-24.6,1.00
91.35,3301.7,-24.6,1.00
91.40,3300.5,-24.6,1.00
91.45,3299.2,-24.6,1.00
91.50,3298.0,-24.6,1.00
91.55,3296.8,-24.6,1.00
91.60,3295.5,-24.6,1.00
91.65,3294.3,-24.6,1.00
91.70,3293.1,-24.6,1.00
91.75,3291.9,-24.6,1.00
91.80,3290.6,-24.6,1.00
91.85,3289.4,-24.6,1.00
91.90,3288.2,-24.6,1.00
91.95,3286.9,-24.6,1.00
92.00,3285.7,-24.6,1.00
92.05,3284.5,-24.6,1.00
92.10,3283.2,-24.6,1.00
92.15,3282.0,-24.6,1.00
92.20,3280.8,-24.6,1.00
92.25,3279.6,-24.6,1.00
92.30,3278.3,-24.6,1.00
92.35,3277.1,-24.6,1.00
92.40,3275.9,-24.6,1.00
92.45,3274.6,-24.6,1.00
92.50,3273.4,-24.6,1.00
92.55,3272.2,-24.6,1.00
92.60,3270.9,-24.6,1.00
92.65,3269.7,-24.6,1.00
92.70,3268.5,-24.6,1.00
92.75,3267.3,-24.6,1.00
92.80,3266.0,-24.6,1.00
92.85,3264.8,-24.6,1.00
92.90,3263.5,-24.6,1.00
92.95,3262.3,-24.6,1.00
93.00,3261.1,-24.6,1.00
93.05,3259.9,-24.6,1.00
93.10,3258.6,-24.6,1.00
93.15,3257.4,-24.6,1.00
93.20,3256.2,-24.6,1.00
93.25,3255.0,-24.6,1.00
93.30,3253.7,-24.6,1.00
93.35,3252.5,-24.6,1.00
93.40,3251.2,-24.6,1.00
93.45,3250.0,-24.6,1.00
93.50,3248.8,-24.6,1.00
93.55,3247.6,-24.6,1.00
93.60,3246.3,-24.6,1.00
93.65,3245.1,-24.6,1.00
93.70,3243.9,-24.6,1.00
93.75,3242.7,-24.6,1.00
93.80,3241.4,-24.6,1.00
93.85,3240.2,-24.6,1.00
93.90,3238.9,-24.6,1.00
93.95,3237.7,-24.6,1.00
94.00,3236.5,-24.6,1.00
94.05,3235.3,-24.6,1.00
94.10,3234.0,-24.6,1.00
94.15,3232.8,-24.6,1.00
94.20,3231.6,-24.6,1.00
94.25,3230.3,-24.6,1.00
94.30,3229.1,-24.6,1.00
94.35,3227.9,-24.6,1.00
94.40,3226.6,-24.6,1.00
94.45,3225.4,-24.6,1.00
94.50,3224.2,-24.6,1.00
94.55,3223.0,-24.6,1.00
94.60,3221.7,-24.6,1.00
94.65,3220.5,-24.6,1.00
94.70,3219.3,-24.6,1.00
94.75,3218.0,-24.6,1.00
94.80,3216.8,-24.6,1.00
94.85,3215.6,-24.6,1.00
94.90,3214.3,-24.6,1.00
94.95,3213.1,-24.6,1.00
95.00,3211.9,-24.6,1.00
95.05,3210.7,-24.6,1.00
95.10,3209.4,-24.6,1.00
95.15,3208.2,-24.6,1.00
95.20,3207.0,-24.6,1.00
95.25,3205.7,-24.6,1.00
95.30,3204.5,-24.6,1.00
95.35,3203.3,-24.6,1.00
95.40,3202.0,-24.6,1.00
95.45,3200.8,-24.6,1.00
95.50,3199.6,-24.6,1.00
95.55,3198.4,-24.6,1.00
95.60,3197.1,-24.6,1.00
95.65,3195.9,-24.6,1.00
95.70,3194.7,-24.6,1.00
95.75,3193.4,-24.6,1.00
95.80,3192.2,-24.6,1.00
95.85,3191.0,-24.6,1.00
95.90,3189.7,-24.6,1.00
95.95,3188.5,-24.6,1.00
96.00,3187.3,-24.6,1.00
96.05,3186.1,-24.6,1.00
96.10,3184.8,-24.6,1.00
96.15,3183.6,-24.6,1.00
96.20,3182.3,-24.6,1.00
96.25,3181.1,-24.6,1.00
96.30,3179.9,-24.6,1.00
96.35,3178.7,-24.6,1.00
96.40,3177.4,-24.6,1.00
96.45,3176.2,-24.6,1.00
96.50,3175.0,-24.6,1.00
96.55,3173.8,-24.6,1.00
96.60,3172.5,-24.6,1.00
96.65,3171.3,-24.6,1.00
96.70,3170.0,-24.6,1.00
96.75,3168.8,-24.6,1.00
96.80,3167.6,-24.6,1.00
96.85,3166.4,-24.6,1.00
96.90,3165.1,-24.6,1.00
96.95,3163.9,-24.6,1.00
97.00,3162.7,-24.6,1.00
97.05,3161.5,-24.6,1.00
97.10,3160.2,-24.6,1.00
97.15,3159.0,-24.6,1.00
97.20,3157.7,-24.6,1.00
97.25,3156.5,-24.6,1.00
97.30,3155.3,-24.6,1.00
97.35,3154.1,-24.6,1.00
97.40,3152.8,-24.6,1.00
97.45,3151.6,-24.6,1.00
97.50,3150.4,-24.6,1.00
97.55,3149.1,-24.6,1.00
97.60,3147.9,-24.6,1.00
97.65,3146.7,-24.6,1.00
97.70,3145.4,-24.6,1.00
97.75,3144.2,-24.6,1.00
97.80,3143.0,-24.6,1.00
97.85,3141.8,-24.6,1.00
97.90,3140.5,-24.6,1.00
97.95,3139.3,-24.6,1.00
98.00,3138.1,-24.6,1.00
98.05,3136.8,-24.6,1.00
98.10,3135.6,-24.6,1.00
98.15,3134.4,-24.6,1.00
98.20,3133.1,-24.6,1.00
98.25,3131.9,-24.6,1.00
98.30,3130.7,-24.6,1.00
98.35,3129.5,-24.6,1.00
98.40,3128.2,-24.6,1.00
98.45,3127.0,-24.6,1.00
98.50,3125.8,-24.6,1.00
98.55,3124.5,-24.6,1.00
98.60,3123.3,-24.6,1.00
98.65,3122.1,-24.6,1.00
98.70,3120.8,-24.6,1.00
98.75,3119.6,-24.6,1.00
98.80,3118.4,-24.6,1.00
98.85,3117.2,-24.6,1.00
98.90,3115.9,-24.6,1.00
98.95,3114.7,-24.6,1.00
99.00,3113.5,-24.6,1.00
99.05,3112.2,-24.6,1.00
99.10,3111.0,-24.6,1.00
99.15,3109.8,-24.6,1.00
99.20,3108.5,-24.6,1.00
99.25,3107.3,-24.6,1.00
99.30,3106.1,-24.6,1.00
99.35,3104.9,-24.6,1.00
99.40,3103.6,-24.6,1.00
99.45,3102.4,-24.6,1.00
99.50,3101.1,-24.6,1.00
99.55,3099.9,-24.6,1.00
99.60,3098.7,-24.6,1.00
99.65,3097.5,-24.6,1.00
99.70,3096.2,-24.6,1.00
99.75,3095.0,-24.6,1.00
99.80,3093.8,-24.6,1.00
99.85,3092.6,-24.6,1.00
99.90,3091.3,-24.6,1.00
99.95,3090.1,-24.6,1.00
100.00,3088.8,-24.6,1.00
100.05,3087.6,-24.6,1.00
100.10,3086.4,-24.6,1.00
100.15,3085.2,-24.6,1.00
100.20,3083.9,-24.6,1.00
100.25,3082.7,-24.6,1.00
100.30,3081.5,-24.6,1.00
100.35,3080.2,-24.6,1.00
100.40,3079.0,-24.6,1.00
100.45,3077.8,-24.6,1.00
100.50,3076.5,-24.6,1.00
100.55,3075.3,-24.6,1.00
100.60,3074.1,-24.6,1.00
100.65,3072.9,-24.6,1.00
100.70,3071.6,-24.6,1.00
100.75,3070.4,-24.6,1.00
100.80,3069.2,-24.6,1.00
100.85,3067.9,-24.6,1.00
100.90,3066.7,-24.6,1.00
100.95,3065.5,-24.6,1.00
101.00,3064.2,-24.6,1.00
101.05,3063.0,-24.6,1.00
101.10,3061.8,-24.6,1.00
101.15,3060.6,-24.6,1.00
101.20,3059.3,-24.6,1.00
101.25,3058.1,-24.6,1.00
101.30,3056.9,-24.6,1.00
101.35,3055.6,-24.6,1.00
101.40,3054.4,-24.6,1.00
101.45,3053.2,-24.6,1.00
101.50,3051.9,-24.6,1.00
101.55,3050.7,-24.6,1.00
101.60,3049.5,-24.6,1.00
101.65,3048.3,-24.6,1.00
101.70,3047.0,-24.6,1.00
101.75,3045.8,-24.6,1.00
101.80,3044.6,-24.6,1.00
101.85,3043.3,-24.6,1.00
101.90,3042.1,-24.6,1.00
101.95,3040.9,-24.6,1.00
102.00,3039.6,-24.6,1.00
102.05,3038.4,-24.6,1.00
102.10,3037.2,-24.6,1.00
102.15,3036.0,-24.6,1.00
102.20,3034.7,-24.6,1.00
102.25,3033.5,-24.6,1.00
102.30,3032.3,-24.6,1.00
102.35,3031.0,-24.6,1.00
102.40,3029.8,-24.6,1.00
102.45,3028.6,-24.6,1.00
102.50,3027.3,-24.6,1.00
102.55,3026.1,-24.6,1.00
102.60,3024.9,-24.6,1.00
102.65,3023.7,-24.6,1.00
102.70,3022.4,-24.6,1.00
102.75,3021.2,-24.6,1.00
102.80,3019.9,-24.6,1.00
102.85,3018.7,-24.6,1.00
102.90,3017.5,-24.6,1.00
102.95,3016.3,-24.6,1.00
103.00,3015.0,-24.6,1.00
103.05,3013.8,-24.6,1.00
103.10,3012.6,-24.6,1.00
103.15,3011.4,-24.6,1.00
103.20,3010.1,-24.6,1.00
103.25,3008.9,-24.6,1.00
103.30,3007.6,-24.6,1.00
103.35,3006.4,-24.6,1.00
103.40,3005.2,-24.6,1.00
103.45,3004.0,-24.6,1.00
103.50,3002.7,-24.6,1.00
103.55,3001.5,-24.6,1.00
103.60,3000.3,-24.6,1.00
103.65,2999.0,-24.6,1.00
103.70,2997.8,-24.6,1.00
103.75,2996.6,-24.6,1.00
103.80,2995.3,-24.6,1.00
103.85,2994.1,-24.6,1.00
103.90,2992.9,-24.6,1.00
103.95,2991.7,-24.6,1.00
104.00,2990.4,-24.6,1.00
104.05,2989.2,-24.6,1.00
104.10,2988.0,-24.6,1.00
104.15,2986.7,-24.6,1.00
104.20,2985.5,-24.6,1.00
104.25,2984.3,-24.6,1.00
104.30,2983.0,-24.6,1.00
104.35,2981.8,-24.6,1.00
104.40,2980.6,-24.6,1.00
104.45,2979.4,-24.6,1.00
104.50,2978.1,-24.6,1.00
104.55,2976.9,-24.6,1.00
104.60,2975.7,-24.6,1.00
104.65,2974.4,-24.6,1.00
104.70,2973.2,-24.6,1.00
104.75,2972.0,-24.6,1.00
104.80,2970.7,-24.6,1.00
104.85,2969.5,-24.6,1.00
104.90,2968.3,-24.6,1.00
104.95,2967.1,-24.6,1.00
105.00,2965.8,-24.6,1.00
105.05,2964.6,-24.6,1.00
105.10,2963.4,-24.6,1.00
105.15,2962.1,-24.6,1.00
105.20,2960.9,-24.6,1.00
105.25,2959.7,-24.6,1.00
105.30,2958.4,-24.6,1.00
105.35,2957.2,-24.6,1.00
105.40,2956.0,-24.6,1.00
105.45,2954.8,-24.6,1.00
105.50,2953.5,-24.6,1.00
105.55,2952.3,-24.6,1.00
105.60,2951.0,-24.6,1.00
105.65,2949.8,-24.6,1.00
105.70,2948.6,-24.6,1.00
105.75,2947.4,-24.6,1.00
105.80,2946.1,-24.6,1.00
105.85,2944.9,-24.6,1.00
105.90,2943.7,-24.6,1.00
105.95,2942.5,-24.6,1.00
106.00,2941.2,-24.6,1.00
106.05,2940.0,-24.6,1.00
106.10,2938.7,-24.6,1.00
106.15,2937.5,-24.6,1.00
106.20,2936.3,-24.6,1.00
106.25,2935.1,-24.6,1.00
106.30,2933.8,-24.6,1.00
106.35,2932.6,-24.6,1.00
106.40,2931.4,-24.6,1.00
106.45,2930.2,-24.6,1.00
106.50,2928.9,-24.6,1.00
106.55,2927.7,-24.6,1.00
106.60,2926.4,-24.6,1.00
106.65,2925.2,-24.6,1.00
106.70,2924.0,-24.6,1.00
106.75,2922.8,-24.6,1.00
106.80,2921.5,-24.6,1.00
106.85,2920.3,-24.6,1.00
106.90,2919.1,-24.6,1.00
106.95,2917.8,-24.6,1.00
107.00,2916.6,-24.6,1.00
107.05,2915.4,-24.6,1.00
107.10,2914.1,-24.6,1.00
107.15,2912.9,-24.6,1.00
107.20,2911.7,-24.6,1.00
107.25,2910.5,-24.6,1.00
107.30,2909.2,-24.6,1.00
107.35,2908.0,-24.6,1.00
107.40,2906.8,-24.6,1.00
107.45,2905.5,-24.6,1.00
107.50,2904.3,-24.6,1.00
107.55,2903.1,-24.6,1.00
107.60,2901.8,-24.6,1.00
107.65,2900.6,-24.6,1.00
107.70,2899.4,-24.6,1.00
107.75,2898.2,-24.6,1.00
107.80,2896.9,-24.6,1.00
107.85,2895.7,-24.6,1.00
107.90,2894.5,-24.6,1.00
107.95,2893.2,-24.6,1.00
108.00,2892.0,-24.6,1.00
108.05,2890.8,-24.6,1.00
108.10,2889.5,-24.6,1.00
108.15,2888.3,-24.6,1.00
108.20,2887.1,-24.6,1.00
108.25,2885.9,-24.6,1.00
108.30,2884.6,-24.6,1.00
108.35,2883.4,-24.6,1.00
108.40,2882.2,-24.6,1.00
108.45,2880.9,-24.6,1.00
108.50,2879.7,-24.6,1.00
108.55,2878.5,-24.6,1.00
108.60,2877.2,-24.6,1.00
108.65,2876.0,-24.6,1.00
108.70,2874.8,-24.6,1.00
108.75,2873.6,-24.6,1.00
108.80,2872.3,-24.6,1.00
108.85,2871.1,-24.6,1.00
108.90,2869.8,-24.6,1.00
108.95,2868.6,-24.6,1.00
109.00,2867.4,-24.6,1.00
109.05,2866.2,-24.6,1.00
109.10,2864.9,-24.6,1.00
109.15,2863.7,-24.6,1.00
109.20,2862.5,-24.6,1.00
109.25,2861.3,-24.6,1.00
109.30,2860.0,-24.6,1.00
109.35,2858.8,-24.6,1.00
109.40,2857.5,-24.6,1.00
109.45,2856.3,-24.6,1.00
109.50,2855.1,-24.6,1.00
109.55,2853.9,-24.6,1.00
109.60,2852.6,-24.6,1.00
109.65,2851.4,-24.6,1.00
109.70,2850.2,-24.6,1.00
109.75,2849.0,-24.6,1.00
109.80,2847.7,-24.6,1.00
109.85,2846.5,-24.6,1.00
109.90,2845.2,-24.6,1.00
109.95,2844.0,-24.6,1.00
110.00,2842.8,-24.6,1.00
110.05,2841.6,-24.6,1.00
110.10,2840.3,-24.6,1.00
110.15,2839.1,-24.6,1.00
110.20,2837.9,-24.6,1.00
110.25,2836.6,-24.6,1.00
110.30,2835.4,-24.6,1.00
110.35,2834.2,-24.6,1.00
110.40,2832.9,-24.6,1.00
110.45,2831.7,-24.6,1.00
110.50,2830.5,-24.6,1.00
110.55,2829.3,-24.6,1.00
110.60,2828.0,-24.6,1.00
110.65,2826.8,-24.6,1.00
110.70,2825.6,-24.6,1.00
110.75,2824.3,-24.6,1.00
110.80,2823.1,-24.6,1.00
110.85,2821.9,-24.6,1.00
110.90,2820.6,-24.6,1.00
110.95,2819.4,-24.6,1.00
111.00,2818.2,-24.6,1.00
111.05,2817.0,-24.6,1.00
111.10,2815.7,-24.6,1.00
111.15,2814.5,-24.6,1.00
111.20,2813.3,-24.6,1.00
111.25,2812.0,-24.6,1.00
111.30,2810.8,-24.6,1.00
111.35,2809.6,-24.6,1.00
111.40,2808.3,-24.6,1.00
111.45,2807.1,-24.6,1.00
111.50,2805.9,-24.6,1.00
111.55,2804.7,-24.6,1.00
111.60,2803.4,-24.6,1.00
111.65,2802.2,-24.6,1.00
111.70,2801.0,-24.6,1.00
111.75,2799.7,-24.6,1.00
111.80,2798.5,-24.6,1.00
111.85,2797.3,-24.6,1.00
111.90,2796.0,-24.6,1.00
111.95,2794.8,-24.6,1.00
112.00,2793.6,-24.6,1.00
112.05,2792.4,-24.6,1.00
112.10,2791.1,-24.6,1.00
112.15,2789.9,-24.6,1.00
112.20,2788.6,-24.6,1.00
112.25,2787.4,-24.6,1.00
112.30,2786.2,-24.6,1.00
112.35,2785.0,-24.6,1.00
112.40,2783.7,-24.6,1.00
112.45,2782.5,-24.6,1.00
112.50,2781.3,-24.6,1.00
112.55,2780.1,-24.6,1.00
112.60,2778.8,-24.6,1.00
112.65,2777.6,-24.6,1.00
112.70,2776.3,-24.6,1.00
112.75,2775.1,-24.6,1.00
112.80,2773.9,-24.6,1.00
112.85,2772.7,-24.6,1.00
112.90,2771.4,-24.6,1.00
112.95,2770.2,-24.6,1.00
113.00,2769.0,-24.6,1.00
113.05,2767.7,-24.6,1.00
113.10,2766.5,-24.6,1.00
113.15,2765.3,-24.6,1.00
113.20,2764.0,-24.6,1.00
113.25,2762.8,-24.6,1.00
113.30,2761.6,-24.6,1.00
113.35,2760.4,-24.6,1.00
113.40,2759.1,-24.6,1.00
113.45,2757.9,-24.6,1.00
113.50,2756.7,-24.6,1.00
113.55,2755.4,-24.6,1.00
113.60,2754.2,-24.6,1.00
113.65,2753.0,-24.6,1.00
113.70,2751.7,-24.6,1.00
113.75,2750.5,-24.6,1.00
113.80,2749.3,-24.6,1.00
113.85,2748.1,-24.6,1.00
113.90,2746.8,-24.6,1.00
113.95,2745.6,-24.6,1.00
114.00,2744.4,-24.6,1.00
114.05,2743.1,-24.6,1.00
114.10,2741.9,-24.6,1.00
114.15,2740.7,-24.6,1.00
114.20,2739.4,-24.6,1.00
114.25,2738.2,-24.6,1.00
114.30,2737.0,-24.6,1.00
114.35,2735.8,-24.6,1.00
114.40,2734.5,-24.6,1.00
114.45,2733.3,-24.6,1.00
114.50,2732.1,-24.6,1.00
114.55,2730.8,-24.6,1.00
114.60,2729.6,-24.6,1.00
114.65,2728.4,-24.6,1.00
114.70,2727.1,-24.6,1.00
114.75,2725.9,-24.6,1.00
114.80,2724.7,-24.6,1.00
114.85,2723.5,-24.6,1.00
114.90,2722.2,-24.6,1.00
114.95,2721.0,-24.6,1.00
115.00,2719.8,-24.6,1.00
115.05,2718.5,-24.6,1.00
115.10,2717.3,-24.6,1.00
115.15,2716.1,-24.6,1.00
115.20,2714.8,-24.6,1.00
115.25,2713.6,-24.6,1.00
115.30,2712.4,-24.6,1.00
115.35,2711.2,-24.6,1.00
115.40,2709.9,-24.6,1.00
115.45,2708.7,-24.6,1.00
115.50,2707.4,-24.6,1.00
115.55,2706.2,-24.6,1.00
115.60,2705.0,-24.6,1.00
115.65,2703.8,-24.6,1.00
115.70,2702.5,-24.6,1.00
115.75,2701.3,-24.6,1.00
115.80,2700.1,-24.6,1.00
115.85,2698.9,-24.6,1.00
115.90,2697.6,-24.6,1.00
115.95,2696.4,-24.6,1.00
116.00,2695.1,-24.6,1.00
116.05,2693.9,-24.6,1.00
116.10,2692.7,-24.6,1.00
116.15,2691.5,-24.6,1.00
116.20,2690.2,-24.6,1.00
116.25,2689.0,-24.6,1.00
116.30,2687.8,-24.6,1.00
116.35,2686.5,-24.6,1.00
116.40,2685.3,-24.6,1.00
116.45,2684.1,-24.6,1.00
116.50,2682.8,-24.6,1.00
116.55,2681.6,-24.6,1.00
116.60,2680.4,-24.6,1.00
116.65,2679.2,-24.6,1.00
116.70,2677.9,-24.6,1.00
116.75,2676.7,-24.6,1.00
116.80,2675.5,-24.6,1.00
116.85,2674.2,-24.6,1.00
116.90,2673.0,-24.6,1.00
116.95,2671.8,-24.6,1.00
117.00,2670.5,-24.6,1.00
117.05,2669.3,-24.6,1.00
117.10,2668.1,-24.6,1.00
117.15,2666.9,-24.6,1.00
