Synthetic,"This flight is SYNTHETIC — numbers Debrief made up to demonstrate what it can read. It is not a recording of anything, nothing here was flown, and no figure from it means anything about a real rocket."
Demonstrates,"the sustainer half of the same staged launch, on a second altimeter"
Stage,"sustainer"
Columns,"The column names below are the ones an Eggtimer Classic writes, so that Debrief reads this file without being told about it. No Eggtimer recorded anything here and no device of any kind did: see the Synthetic row above."

T,Alt,VRaw,VFilt
76.30,8044.0,-65.6,-65.6
76.35,8040.7,-65.6,-65.6
76.40,8037.5,-65.6,-65.6
76.45,8034.2,-65.6,-65.6
76.50,8030.9,-65.6,-65.6
76.55,8027.6,-65.6,-65.6
76.60,8024.3,-65.6,-65.6
76.65,8021.1,-65.6,-65.6
76.70,8017.8,-65.6,-65.6
76.75,8014.5,-65.6,-65.6
76.80,8011.2,-65.6,-65.6
76.85,8007.9,-65.6,-65.6
76.90,8004.7,-65.6,-65.6
76.95,8001.4,-65.6,-65.6
77.00,7998.1,-65.6,-65.6
77.05,7994.8,-65.6,-65.6
77.10,7991.5,-65.6,-65.6
77.15,7988.3,-65.6,-65.6
77.20,7985.0,-65.6,-65.6
77.25,7981.7,-65.6,-65.6
77.30,7978.4,-65.6,-65.6
77.35,7975.1,-65.6,-65.6
77.40,7971.9,-65.6,-65.6
77.45,7968.6,-65.6,-65.6
77.50,7965.3,-65.6,-65.6
77.55,7962.0,-65.6,-65.6
77.60,7958.7,-65.6,-65.6
77.65,7955.4,-65.6,-65.6
77.70,7952.2,-65.6,-65.6
77.75,7948.9,-65.6,-65.6
77.80,7945.6,-65.6,-65.6
77.85,7942.3,-65.6,-65.6
77.90,7939.0,-65.6,-65.6
77.95,7935.8,-65.6,-65.6
78.00,7932.5,-65.6,-65.6
78.05,7929.2,-65.6,-65.6
78.10,7925.9,-65.6,-65.6
78.15,7922.6,-65.6,-65.6
78.20,7919.4,-65.6,-65.6
78.25,7916.1,-65.6,-65.6
78.30,7912.8,-65.6,-65.6
78.35,7909.5,-65.6,-65.6
78.40,7906.2,-65.6,-65.6
78.45,7903.0,-65.6,-65.6
78.50,7899.7,-65.6,-65.6
78.55,7896.4,-65.6,-65.6
78.60,7893.1,-65.6,-65.6
78.65,7889.8,-65.6,-65.6
78.70,7886.5,-65.6,-65.6
78.75,7883.3,-65.6,-65.6
78.80,7880.0,-65.6,-65.6
78.85,7876.7,-65.6,-65.6
78.90,7873.4,-65.6,-65.6
78.95,7870.1,-65.6,-65.6
79.00,7866.9,-65.6,-65.6
79.05,7863.6,-65.6,-65.6
79.10,7860.3,-65.6,-65.6
79.15,7857.0,-65.6,-65.6
79.20,7853.7,-65.6,-65.6
79.25,7850.5,-65.6,-65.6
79.30,7847.2,-65.6,-65.6
79.35,7843.9,-65.6,-65.6
79.40,7840.6,-65.6,-65.6
79.45,7837.3,-65.6,-65.6
79.50,7834.1,-65.6,-65.6
79.55,7830.8,-65.6,-65.6
79.60,7827.5,-65.6,-65.6
79.65,7824.2,-65.6,-65.6
79.70,7820.9,-65.6,-65.6
79.75,7817.7,-65.6,-65.6
79.80,7814.4,-65.6,-65.6
79.85,7811.1,-65.6,-65.6
79.90,7807.8,-65.6,-65.6
79.95,7804.5,-65.6,-65.6
80.00,7801.2,-65.6,-65.6
80.05,7798.0,-65.6,-65.6
80.10,7794.7,-65.6,-65.6
80.15,7791.4,-65.6,-65.6
80.20,7788.1,-65.6,-65.6
80.25,7784.8,-65.6,-65.6
80.30,7781.6,-65.6,-65.6
80.35,7778.3,-65.6,-65.6
80.40,7775.0,-65.6,-65.6
80.45,7771.7,-65.6,-65.6
80.50,7768.4,-65.6,-65.6
80.55,7765.2,-65.6,-65.6
80.60,7761.9,-65.6,-65.6
80.65,7758.6,-65.6,-65.6
80.70,7755.3,-65.6,-65.6
80.75,7752.0,-65.6,-65.6
80.80,7748.8,-65.6,-65.6
80.85,7745.5,-65.6,-65.6
80.90,7742.2,-65.6,-65.6
80.95,7738.9,-65.6,-65.6
81.00,7735.6,-65.6,-65.6
81.05,7732.3,-65.6,-65.6
81.10,7729.1,-65.6,-65.6
81.15,7725.8,-65.6,-65.6
81.20,7722.5,-65.6,-65.6
81.25,7719.2,-65.6,-65.6
81.30,7715.9,-65.6,-65.6
81.35,7712.7,-65.6,-65.6
81.40,7709.4,-65.6,-65.6
81.45,7706.1,-65.6,-65.6
81.50,7702.8,-65.6,-65.6
81.55,7699.5,-65.6,-65.6
81.60,7696.3,-65.6,-65.6
81.65,7693.0,-65.6,-65.6
81.70,7689.7,-65.6,-65.6
81.75,7686.4,-65.6,-65.6
81.80,7683.1,-65.6,-65.6
81.85,7679.9,-65.6,-65.6
81.90,7676.6,-65.6,-65.6
81.95,7673.3,-65.6,-65.6
82.00,7670.0,-65.6,-65.6
82.05,7666.7,-65.6,-65.6
82.10,7663.5,-65.6,-65.6
82.15,7660.2,-65.6,-65.6
82.20,7656.9,-65.6,-65.6
82.25,7653.6,-65.6,-65.6
82.30,7650.3,-65.6,-65.6
82.35,7647.0,-65.6,-65.6
82.40,7643.8,-65.6,-65.6
82.45,7640.5,-65.6,-65.6
82.50,7637.2,-65.6,-65.6
82.55,7633.9,-65.6,-65.6
82.60,7630.6,-65.6,-65.6
82.65,7627.4,-65.6,-65.6
82.70,7624.1,-65.6,-65.6
82.75,7620.8,-65.6,-65.6
82.80,7617.5,-65.6,-65.6
82.85,7614.2,-65.6,-65.6
82.90,7611.0,-65.6,-65.6
82.95,7607.7,-65.6,-65.6
83.00,7604.4,-65.6,-65.6
83.05,7601.1,-65.6,-65.6
83.10,7597.8,-65.6,-65.6
83.15,7594.6,-65.6,-65.6
83.20,7591.3,-65.6,-65.6
83.25,7588.0,-65.6,-65.6
83.30,7584.7,-65.6,-65.6
83.35,7581.4,-65.6,-65.6
83.40,7578.1,-65.6,-65.6
83.45,7574.9,-65.6,-65.6
83.50,7571.6,-65.6,-65.6
83.55,7568.3,-65.6,-65.6
83.60,7565.0,-65.6,-65.6
83.65,7561.7,-65.6,-65.6
83.70,7558.5,-65.6,-65.6
83.75,7555.2,-65.6,-65.6
83.80,7551.9,-65.6,-65.6
83.85,7548.6,-65.6,-65.6
83.90,7545.3,-65.6,-65.6
83.95,7542.1,-65.6,-65.6
84.00,7538.8,-65.6,-65.6
84.05,7535.5,-65.6,-65.6
84.10,7532.2,-65.6,-65.6
84.15,7528.9,-65.6,-65.6
84.20,7525.7,-65.6,-65.6
84.25,7522.4,-65.6,-65.6
84.30,7519.1,-65.6,-65.6
84.35,7515.8,-65.6,-65.6
84.40,7512.5,-65.6,-65.6
84.45,7509.3,-65.6,-65.6
84.50,7506.0,-65.6,-65.6
84.55,7502.7,-65.6,-65.6
84.60,7499.4,-65.6,-65.6
84.65,7496.1,-65.6,-65.6
84.70,7492.8,-65.6,-65.6
84.75,7489.6,-65.6,-65.6
84.80,7486.3,-65.6,-65.6
84.85,7483.0,-65.6,-65.6
84.90,7479.7,-65.6,-65.6
84.95,7476.4,-65.6,-65.6
85.00,7473.2,-65.6,-65.6
85.05,7469.9,-65.6,-65.6
85.10,7466.6,-65.6,-65.6
85.15,7463.3,-65.6,-65.6
85.20,7460.0,-65.6,-65.6
85.25,7456.8,-65.6,-65.6
85.30,7453.5,-65.6,-65.6
85.35,7450.2,-65.6,-65.6
85.40,7446.9,-65.6,-65.6
85.45,7443.6,-65.6,-65.6
85.50,7440.4,-65.6,-65.6
85.55,7437.1,-65.6,-65.6
85.60,7433.8,-65.6,-65.6
85.65,7430.5,-65.6,-65.6
85.70,7427.2,-65.6,-65.6
85.75,7424.0,-65.6,-65.6
85.80,7420.7,-65.6,-65.6
85.85,7417.4,-65.6,-65.6
85.90,7414.1,-65.6,-65.6
85.95,7410.8,-65.6,-65.6
86.00,7407.5,-65.6,-65.6
86.05,7404.3,-65.6,-65.6
86.10,7401.0,-65.6,-65.6
86.15,7397.7,-65.6,-65.6
86.20,7394.4,-65.6,-65.6
86.25,7391.1,-65.6,-65.6
86.30,7387.9,-65.6,-65.6
86.35,7384.6,-65.6,-65.6
86.40,7381.3,-65.6,-65.6
86.45,7378.0,-65.6,-65.6
86.50,7374.7,-65.6,-65.6
86.55,7371.5,-65.6,-65.6
86.60,7368.2,-65.6,-65.6
86.65,7364.9,-65.6,-65.6
86.70,7361.6,-65.6,-65.6
86.75,7358.3,-65.6,-65.6
86.80,7355.1,-65.6,-65.6
86.85,7351.8,-65.6,-65.6
86.90,7348.5,-65.6,-65.6
86.95,7345.2,-65.6,-65.6
87.00,7341.9,-65.6,-65.6
87.05,7338.6,-65.6,-65.6
87.10,7335.4,-65.6,-65.6
87.15,7332.1,-65.6,-65.6
87.20,7328.8,-65.6,-65.6
87.25,7325.5,-65.6,-65.6
87.30,7322.2,-65.6,-65.6
87.35,7319.0,-65.6,-65.6
87.40,7315.7,-65.6,-65.6
87.45,7312.4,-65.6,-65.6
87.50,7309.1,-65.6,-65.6
87.55,7305.8,-65.6,-65.6
87.60,7302.6,-65.6,-65.6
87.65,7299.3,-65.6,-65.6
87.70,7296.0,-65.6,-65.6
87.75,7292.7,-65.6,-65.6
87.80,7289.4,-65.6,-65.6
87.85,7286.2,-65.6,-65.6
87.90,7282.9,-65.6,-65.6
87.95,7279.6,-65.6,-65.6
88.00,7276.3,-65.6,-65.6
88.05,7273.0,-65.6,-65.6
88.10,7269.8,-65.6,-65.6
88.15,7266.5,-65.6,-65.6
88.20,7263.2,-65.6,-65.6
88.25,7259.9,-65.6,-65.6
88.30,7256.6,-65.6,-65.6
88.35,7253.3,-65.6,-65.6
88.40,7250.1,-65.6,-65.6
88.45,7246.8,-65.6,-65.6
88.50,7243.5,-65.6,-65.6
88.55,7240.2,-65.6,-65.6
88.60,7236.9,-65.6,-65.6
88.65,7233.7,-65.6,-65.6
88.70,7230.4,-65.6,-65.6
88.75,7227.1,-65.6,-65.6
88.80,7223.8,-65.6,-65.6
88.85,7220.5,-65.6,-65.6
88.90,7217.3,-65.6,-65.6
88.95,7214.0,-65.6,-65.6
89.00,7210.7,-65.6,-65.6
89.05,7207.4,-65.6,-65.6
89.10,7204.1,-65.6,-65.6
89.15,7200.9,-65.6,-65.6
89.20,7197.6,-65.6,-65.6
89.25,7194.3,-65.6,-65.6
89.30,7191.0,-65.6,-65.6
89.35,7187.7,-65.6,-65.6
89.40,7184.4,-65.6,-65.6
89.45,7181.2,-65.6,-65.6
89.50,7177.9,-65.6,-65.6
89.55,7174.6,-65.6,-65.6
89.60,7171.3,-65.6,-65.6
89.65,7168.0,-65.6,-65.6
89.70,7164.8,-65.6,-65.6
89.75,7161.5,-65.6,-65.6
89.80,7158.2,-65.6,-65.6
89.85,7154.9,-65.6,-65.6
89.90,7151.6,-65.6,-65.6
89.95,7148.4,-65.6,-65.6
90.00,7145.1,-65.6,-65.6
90.05,7141.8,-65.6,-65.6
90.10,7138.5,-65.6,-65.6
90.15,7135.2,-65.6,-65.6
90.20,7132.0,-65.6,-65.6
90.25,7128.7,-65.6,-65.6
90.30,7125.4,-65.6,-65.6
90.35,7122.1,-65.6,-65.6
90.40,7118.8,-65.6,-65.6
90.45,7115.6,-65.6,-65.6
90.50,7112.3,-65.6,-65.6
90.55,7109.0,-65.6,-65.6
90.60,7105.7,-65.6,-65.6
90.65,7102.4,-65.6,-65.6
90.70,7099.1,-65.6,-65.6
90.75,7095.9,-65.6,-65.6
90.80,7092.6,-65.6,-65.6
90.85,7089.3,-65.6,-65.6
90.90,7086.0,-65.6,-65.6
90.95,7082.7,-65.6,-65.6
91.00,7079.5,-65.6,-65.6
91.05,7076.2,-65.6,-65.6
91.10,7072.9,-65.6,-65.6
91.15,7069.6,-65.6,-65.6
91.20,7066.3,-65.6,-65.6
91.25,7063.1,-65.6,-65.6
91.30,7059.8,-65.6,-65.6
91.35,7056.5,-65.6,-65.6
91.40,7053.2,-65.6,-65.6
91.45,7049.9,-65.6,-65.6
91.50,7046.7,-65.6,-65.6
91.55,7043.4,-65.6,-65.6
91.60,7040.1,-65.6,-65.6
91.65,7036.8,-65.6,-65.6
91.70,7033.5,-65.6,-65.6
91.75,7030.2,-65.6,-65.6
91.80,7027.0,-65.6,-65.6
91.85,7023.7,-65.6,-65.6
91.90,7020.4,-65.6,-65.6
91.95,7017.1,-65.6,-65.6
92.00,7013.8,-65.6,-65.6
92.05,7010.6,-65.6,-65.6
92.10,7007.3,-65.6,-65.6
92.15,7004.0,-65.6,-65.6
92.20,7000.7,-65.6,-65.6
92.25,6997.4,-65.6,-65.6
92.30,6994.2,-65.6,-65.6
92.35,6990.9,-65.6,-65.6
92.40,6987.6,-65.6,-65.6
92.45,6984.3,-65.6,-65.6
92.50,6981.0,-65.6,-65.6
92.55,6977.8,-65.6,-65.6
92.60,6974.5,-65.6,-65.6
92.65,6971.2,-65.6,-65.6
92.70,6967.9,-65.6,-65.6
92.75,6964.6,-65.6,-65.6
92.80,6961.4,-65.6,-65.6
92.85,6958.1,-65.6,-65.6
92.90,6954.8,-65.6,-65.6
92.95,6951.5,-65.6,-65.6
93.00,6948.2,-65.6,-65.6
93.05,6944.9,-65.6,-65.6
93.10,6941.7,-65.6,-65.6
93.15,6938.4,-65.6,-65.6
93.20,6935.1,-65.6,-65.6
93.25,6931.8,-65.6,-65.6
93.30,6928.5,-65.6,-65.6
93.35,6925.3,-65.6,-65.6
93.40,6922.0,-65.6,-65.6
93.45,6918.7,-65.6,-65.6
93.50,6915.4,-65.6,-65.6
93.55,6912.1,-65.6,-65.6
93.60,6908.9,-65.6,-65.6
93.65,6905.6,-65.6,-65.6
93.70,6902.3,-65.6,-65.6
93.75,6899.0,-65.6,-65.6
93.80,6895.7,-65.6,-65.6
93.85,6892.5,-65.6,-65.6
93.90,6889.2,-65.6,-65.6
93.95,6885.9,-65.6,-65.6
94.00,6882.6,-65.6,-65.6
94.05,6879.3,-65.6,-65.6
94.10,6876.0,-65.6,-65.6
94.15,6872.8,-65.6,-65.6
94.20,6869.5,-65.6,-65.6
94.25,6866.2,-65.6,-65.6
94.30,6862.9,-65.6,-65.6
94.35,6859.6,-65.6,-65.6
94.40,6856.4,-65.6,-65.6
94.45,6853.1,-65.6,-65.6
94.50,6849.8,-65.6,-65.6
94.55,6846.5,-65.6,-65.6
94.60,6843.2,-65.6,-65.6
94.65,6840.0,-65.6,-65.6
94.70,6836.7,-65.6,-65.6
94.75,6833.4,-65.6,-65.6
94.80,6830.1,-65.6,-65.6
94.85,6826.8,-65.6,-65.6
94.90,6823.6,-65.6,-65.6
94.95,6820.3,-65.6,-65.6
95.00,6817.0,-65.6,-65.6
95.05,6813.7,-65.6,-65.6
95.10,6810.4,-65.6,-65.6
95.15,6807.2,-65.6,-65.6
95.20,6803.9,-65.6,-65.6
95.25,6800.6,-65.6,-65.6
95.30,6797.3,-65.6,-65.6
95.35,6794.0,-65.6,-65.6
95.40,6790.7,-65.6,-65.6
95.45,6787.5,-65.6,-65.6
95.50,6784.2,-65.6,-65.6
95.55,6780.9,-65.6,-65.6
95.60,6777.6,-65.6,-65.6
95.65,6774.3,-65.6,-65.6
95.70,6771.1,-65.6,-65.6
95.75,6767.8,-65.6,-65.6
95.80,6764.5,-65.6,-65.6
95.85,6761.2,-65.6,-65.6
95.90,6757.9,-65.6,-65.6
95.95,6754.7,-65.6,-65.6
96.00,6751.4,-65.6,-65.6
96.05,6748.1,-65.6,-65.6
96.10,6744.8,-65.6,-65.6
96.15,6741.5,-65.6,-65.6
96.20,6738.3,-65.6,-65.6
96.25,6735.0,-65.6,-65.6
96.30,6731.7,-65.6,-65.6
96.35,6728.4,-65.6,-65.6
96.40,6725.1,-65.6,-65.6
96.45,6721.9,-65.6,-65.6
96.50,6718.6,-65.6,-65.6
96.55,6715.3,-65.6,-65.6
96.60,6712.0,-65.6,-65.6
96.65,6708.7,-65.6,-65.6
96.70,6705.4,-65.6,-65.6
96.75,6702.2,-65.6,-65.6
96.80,6698.9,-65.6,-65.6
96.85,6695.6,-65.6,-65.6
96.90,6692.3,-65.6,-65.6
96.95,6689.0,-65.6,-65.6
97.00,6685.8,-65.6,-65.6
97.05,6682.5,-65.6,-65.6
97.10,6679.2,-65.6,-65.6
97.15,6675.9,-65.6,-65.6
97.20,6672.6,-65.6,-65.6
97.25,6669.4,-65.6,-65.6
97.30,6666.1,-65.6,-65.6
97.35,6662.8,-65.6,-65.6
97.40,6659.5,-65.6,-65.6
97.45,6656.2,-65.6,-65.6
97.50,6653.0,-65.6,-65.6
97.55,6649.7,-65.6,-65.6
97.60,6646.4,-65.6,-65.6
97.65,6643.1,-65.6,-65.6
97.70,6639.8,-65.6,-65.6
97.75,6636.5,-65.6,-65.6
97.80,6633.3,-65.6,-65.6
97.85,6630.0,-65.6,-65.6
97.90,6626.7,-65.6,-65.6
97.95,6623.4,-65.6,-65.6
98.00,6620.1,-65.6,-65.6
98.05,6616.9,-65.6,-65.6
98.10,6613.6,-65.6,-65.6
98.15,6610.3,-65.6,-65.6
98.20,6607.0,-65.6,-65.6
98.25,6603.7,-65.6,-65.6
98.30,6600.5,-65.6,-65.6
98.35,6597.2,-65.6,-65.6
98.40,6593.9,-65.6,-65.6
98.45,6590.6,-65.6,-65.6
98.50,6587.3,-65.6,-65.6
98.55,6584.1,-65.6,-65.6
98.60,6580.8,-65.6,-65.6
98.65,6577.5,-65.6,-65.6
98.70,6574.2,-65.6,-65.6
98.75,6570.9,-65.6,-65.6
98.80,6567.7,-65.6,-65.6
98.85,6564.4,-65.6,-65.6
98.90,6561.1,-65.6,-65.6
98.95,6557.8,-65.6,-65.6
99.00,6554.5,-65.6,-65.6
99.05,6551.2,-65.6,-65.6
99.10,6548.0,-65.6,-65.6
99.15,6544.7,-65.6,-65.6
99.20,6541.4,-65.6,-65.6
99.25,6538.1,-65.6,-65.6
99.30,6534.8,-65.6,-65.6
99.35,6531.6,-65.6,-65.6
99.40,6528.3,-65.6,-65.6
99.45,6525.0,-65.6,-65.6
99.50,6521.7,-65.6,-65.6
99.55,6518.4,-65.6,-65.6
99.60,6515.2,-65.6,-65.6
99.65,6511.9,-65.6,-65.6
99.70,6508.6,-65.6,-65.6
99.75,6505.3,-65.6,-65.6
99.80,6502.0,-65.6,-65.6
99.85,6498.8,-65.6,-65.6
99.90,6495.5,-65.6,-65.6
99.95,6492.2,-65.6,-65.6
100.00,6488.9,-65.6,-65.6
100.05,6485.6,-65.6,-65.6
100.10,6482.3,-65.6,-65.6
100.15,6479.1,-65.6,-65.6
100.20,6475.8,-65.6,-65.6
100.25,6472.5,-65.6,-65.6
100.30,6469.2,-65.6,-65.6
100.35,6465.9,-65.6,-65.6
100.40,6462.7,-65.6,-65.6
100.45,6459.4,-65.6,-65.6
100.50,6456.1,-65.6,-65.6
100.55,6452.8,-65.6,-65.6
100.60,6449.5,-65.6,-65.6
100.65,6446.3,-65.6,-65.6
100.70,6443.0,-65.6,-65.6
100.75,6439.7,-65.6,-65.6
100.80,6436.4,-65.6,-65.6
100.85,6433.1,-65.6,-65.6
100.90,6429.9,-65.6,-65.6
100.95,6426.6,-65.6,-65.6
101.00,6423.3,-65.6,-65.6
101.05,6420.0,-65.6,-65.6
101.10,6416.7,-65.6,-65.6
101.15,6413.5,-65.6,-65.6
101.20,6410.2,-65.6,-65.6
101.25,6406.9,-65.6,-65.6
101.30,6403.6,-65.6,-65.6
101.35,6400.3,-65.6,-65.6
101.40,6397.0,-65.6,-65.6
101.45,6393.8,-65.6,-65.6
101.50,6390.5,-65.6,-65.6
101.55,6387.2,-65.6,-65.6
101.60,6383.9,-65.6,-65.6
101.65,6380.6,-65.6,-65.6
101.70,6377.4,-65.6,-65.6
101.75,6374.1,-65.6,-65.6
101.80,6370.8,-65.6,-65.6
101.85,6367.5,-65.6,-65.6
101.90,6364.2,-65.6,-65.6
101.95,6361.0,-65.6,-65.6
102.00,6357.7,-65.6,-65.6
102.05,6354.4,-65.6,-65.6
102.10,6351.1,-65.6,-65.6
102.15,6347.8,-65.6,-65.6
102.20,6344.6,-65.6,-65.6
102.25,6341.3,-65.6,-65.6
102.30,6338.0,-65.6,-65.6
102.35,6334.7,-65.6,-65.6
102.40,6331.4,-65.6,-65.6
102.45,6328.1,-65.6,-65.6
102.50,6324.9,-65.6,-65.6
102.55,6321.6,-65.6,-65.6
102.60,6318.3,-65.6,-65.6
102.65,6315.0,-65.6,-65.6
102.70,6311.7,-65.6,-65.6
102.75,6308.5,-65.6,-65.6
102.80,6305.2,-65.6,-65.6
102.85,6301.9,-65.6,-65.6
102.90,6298.6,-65.6,-65.6
102.95,6295.3,-65.6,-65.6
103.00,6292.1,-65.6,-65.6
103.05,6288.8,-65.6,-65.6
103.10,6285.5,-65.6,-65.6
103.15,6282.2,-65.6,-65.6
103.20,6278.9,-65.6,-65.6
103.25,6275.7,-65.6,-65.6
103.30,6272.4,-65.6,-65.6
103.35,6269.1,-65.6,-65.6
103.40,6265.8,-65.6,-65.6
103.45,6262.5,-65.6,-65.6
103.50,6259.3,-65.6,-65.6
103.55,6256.0,-65.6,-65.6
103.60,6252.7,-65.6,-65.6
103.65,6249.4,-65.6,-65.6
103.70,6246.1,-65.6,-65.6
103.75,6242.8,-65.6,-65.6
103.80,6239.6,-65.6,-65.6
103.85,6236.3,-65.6,-65.6
103.90,6233.0,-65.6,-65.6
103.95,6229.7,-65.6,-65.6
104.00,6226.4,-65.6,-65.6
104.05,6223.2,-65.6,-65.6
104.10,6219.9,-65.6,-65.6
104.15,6216.6,-65.6,-65.6
104.20,6213.3,-65.6,-65.6
104.25,6210.0,-65.6,-65.6
104.30,6206.8,-65.6,-65.6
104.35,6203.5,-65.6,-65.6
104.40,6200.2,-65.6,-65.6
104.45,6196.9,-65.6,-65.6
104.50,6193.6,-65.6,-65.6
104.55,6190.4,-65.6,-65.6
104.60,6187.1,-65.6,-65.6
104.65,6183.8,-65.6,-65.6
104.70,6180.5,-65.6,-65.6
104.75,6177.2,-65.6,-65.6
104.80,6174.0,-65.6,-65.6
104.85,6170.7,-65.6,-65.6
104.90,6167.4,-65.6,-65.6
104.95,6164.1,-65.6,-65.6
105.00,6160.8,-65.6,-65.6
105.05,6157.5,-65.6,-65.6
105.10,6154.3,-65.6,-65.6
105.15,6151.0,-65.6,-65.6
105.20,6147.7,-65.6,-65.6
105.25,6144.4,-65.6,-65.6
105.30,6141.1,-65.6,-65.6
105.35,6137.9,-65.6,-65.6
105.40,6134.6,-65.6,-65.6
105.45,6131.3,-65.6,-65.6
105.50,6128.0,-65.6,-65.6
105.55,6124.7,-65.6,-65.6
105.60,6121.5,-65.6,-65.6
105.65,6118.2,-65.6,-65.6
105.70,6114.9,-65.6,-65.6
105.75,6111.6,-65.6,-65.6
105.80,6108.3,-65.6,-65.6
105.85,6105.1,-65.6,-65.6
105.90,6101.8,-65.6,-65.6
105.95,6098.5,-65.6,-65.6
106.00,6095.2,-65.6,-65.6
106.05,6091.9,-65.6,-65.6
106.10,6088.6,-65.6,-65.6
106.15,6085.4,-65.6,-65.6
106.20,6082.1,-65.6,-65.6
106.25,6078.8,-65.6,-65.6
106.30,6075.5,-65.6,-65.6
106.35,6072.2,-65.6,-65.6
106.40,6069.0,-65.6,-65.6
106.45,6065.7,-65.6,-65.6
106.50,6062.4,-65.6,-65.6
106.55,6059.1,-65.6,-65.6
106.60,6055.8,-65.6,-65.6
106.65,6052.6,-65.6,-65.6
106.70,6049.3,-65.6,-65.6
106.75,6046.0,-65.6,-65.6
106.80,6042.7,-65.6,-65.6
106.85,6039.4,-65.6,-65.6
106.90,6036.2,-65.6,-65.6
106.95,6032.9,-65.6,-65.6
107.00,6029.6,-65.6,-65.6
107.05,6026.3,-65.6,-65.6
107.10,6023.0,-65.6,-65.6
107.15,6019.8,-65.6,-65.6
107.20,6016.5,-65.6,-65.6
107.25,6013.2,-65.6,-65.6
107.30,6009.9,-65.6,-65.6
107.35,6006.6,-65.6,-65.6
107.40,6003.3,-65.6,-65.6
107.45,6000.1,-65.6,-65.6
107.50,5996.8,-65.6,-65.6
107.55,5993.5,-65.6,-65.6
107.60,5990.2,-65.6,-65.6
107.65,5986.9,-65.6,-65.6
107.70,5983.7,-65.6,-65.6
107.75,5980.4,-65.6,-65.6
107.80,5977.1,-65.6,-65.6
107.85,5973.8,-65.6,-65.6
107.90,5970.5,-65.6,-65.6
107.95,5967.3,-65.6,-65.6
108.00,5964.0,-65.6,-65.6
108.05,5960.7,-65.6,-65.6
108.10,5957.4,-65.6,-65.6
108.15,5954.1,-65.6,-65.6
108.20,5950.9,-65.6,-65.6
108.25,5947.6,-65.6,-65.6
108.30,5944.3,-65.6,-65.6
108.35,5941.0,-65.6,-65.6
108.40,5937.7,-65.6,-65.6
108.45,5934.4,-65.6,-65.6
108.50,5931.2,-65.6,-65.6
108.55,5927.9,-65.6,-65.6
108.60,5924.6,-65.6,-65.6
108.65,5921.3,-65.6,-65.6
108.70,5918.0,-65.6,-65.6
108.75,5914.8,-65.6,-65.6
108.80,5911.5,-65.6,-65.6
108.85,5908.2,-65.6,-65.6
108.90,5904.9,-65.6,-65.6
108.95,5901.6,-65.6,-65.6
109.00,5898.4,-65.6,-65.6
109.05,5895.1,-65.6,-65.6
109.10,5891.8,-65.6,-65.6
109.15,5888.5,-65.6,-65.6
109.20,5885.2,-65.6,-65.6
109.25,5882.0,-65.6,-65.6
109.30,5878.7,-65.6,-65.6
109.35,5875.4,-65.6,-65.6
109.40,5872.1,-65.6,-65.6
109.45,5868.8,-65.6,-65.6
109.50,5865.6,-65.6,-65.6
109.55,5862.3,-65.6,-65.6
109.60,5859.0,-65.6,-65.6
109.65,5855.7,-65.6,-65.6
109.70,5852.4,-65.6,-65.6
109.75,5849.1,-65.6,-65.6
109.80,5845.9,-65.6,-65.6
109.85,5842.6,-65.6,-65.6
109.90,5839.3,-65.6,-65.6
109.95,5836.0,-65.6,-65.6
110.00,5832.7,-65.6,-65.6
110.05,5829.5,-65.6,-65.6
110.10,5826.2,-65.6,-65.6
110.15,5822.9,-65.6,-65.6
110.20,5819.6,-65.6,-65.6
110.25,5816.3,-65.6,-65.6
110.30,5813.1,-65.6,-65.6
110.35,5809.8,-65.6,-65.6
110.40,5806.5,-65.6,-65.6
110.45,5803.2,-65.6,-65.6
110.50,5799.9,-65.6,-65.6
110.55,5796.7,-65.6,-65.6
110.60,5793.4,-65.6,-65.6
110.65,5790.1,-65.6,-65.6
110.70,5786.8,-65.6,-65.6
110.75,5783.5,-65.6,-65.6
110.80,5780.2,-65.6,-65.6
110.85,5777.0,-65.6,-65.6
110.90,5773.7,-65.6,-65.6
110.95,5770.4,-65.6,-65.6
111.00,5767.1,-65.6,-65.6
111.05,5763.8,-65.6,-65.6
111.10,5760.6,-65.6,-65.6
111.15,5757.3,-65.6,-65.6
111.20,5754.0,-65.6,-65.6
111.25,5750.7,-65.6,-65.6
111.30,5747.4,-65.6,-65.6
111.35,5744.2,-65.6,-65.6
111.40,5740.9,-65.6,-65.6
111.45,5737.6,-65.6,-65.6
111.50,5734.3,-65.6,-65.6
111.55,5731.0,-65.6,-65.6
111.60,5727.8,-65.6,-65.6
111.65,5724.5,-65.6,-65.6
111.70,5721.2,-65.6,-65.6
111.75,5717.9,-65.6,-65.6
111.80,5714.6,-65.6,-65.6
111.85,5711.4,-65.6,-65.6
111.90,5708.1,-65.6,-65.6
111.95,5704.8,-65.6,-65.6
112.00,5701.5,-65.6,-65.6
112.05,5698.2,-65.6,-65.6
112.10,5694.9,-65.6,-65.6
112.15,5691.7,-65.6,-65.6
112.20,5688.4,-65.6,-65.6
112.25,5685.1,-65.6,-65.6
112.30,5681.8,-65.6,-65.6
112.35,5678.5,-65.6,-65.6
112.40,5675.3,-65.6,-65.6
112.45,5672.0,-65.6,-65.6
112.50,5668.7,-65.6,-65.6
